file_path,signal_variance,rhythm_echo_strength,centroid_variance,spectral_slope,mfcc_12_max,mfcc_12_std,zcr_mean,spectral_crest_max,spectral_flatness_range,spectral_contrast_mean,rms_mean,rms_std,tempogram_mean,label
../data/raw/pump/id_00/normal/00000542.wav,9.909e-05,1.22938561,5490.45313006,-5.757e-05,10.84460068,3.04893827,0.06915654,52.23321915,0.02388522,15.07024106,0.00991511,0.00063118,0.27196397,0
../data/raw/pump/id_00/abnormal/00000100.wav,0.00018083,1.19801664,17927.22397511,-7.784e-05,8.82075787,3.4600811,0.09198408,43.00897217,0.05139777,14.87048643,0.01301683,0.00329738,0.26263069,1
../data/raw/pump/id_00/normal/00000255.wav,7.793e-05,0.80493623,8629.32448092,-4.092e-05,1.21368527,3.32376337,0.13053333,58.04667282,0.0895208,16.23614697,0.008747,0.00107619,0.27645353,0
../data/raw/pump/id_00/abnormal/00000076.wav,6.907e-05,0.68832654,3511.27420384,-4.344e-05,10.71909523,2.91291094,0.110818,47.10421371,0.03378033,16.58148139,0.00826706,0.00064103,0.27757892,1
../data/raw/pump/id_00/normal/00000612.wav,0.00010124,0.49848792,12805.91370751,-5.668e-05,14.67604065,3.66889,0.07207218,72.3234024,0.05210389,15.03242826,0.00995182,0.00132402,0.255378,0
../data/raw/pump/id_00/abnormal/00000084.wav,8.328e-05,0.81647748,3021.10366807,-4.433e-05,18.27415466,2.71237993,0.09738325,57.45929718,0.02663725,17.11708444,0.00907223,0.00081422,0.27913871,1
../data/raw/pump/id_00/normal/00000593.wav,0.00010094,0.96740663,21015.60986231,-5.641e-05,12.61847401,3.19466925,0.0703671,58.82649994,0.06277411,14.90179969,0.00998795,0.00087775,0.25637056,0
../data/raw/pump/id_00/abnormal/00000086.wav,9.633e-05,1.24916208,3390.38971898,-5.668e-05,8.46931171,2.57826662,0.07309087,42.58601761,0.02928836,14.89569063,0.00976837,0.00075475,0.28166712,1
../data/raw/pump/id_00/normal/00000759.wav,9.925e-05,0.60573542,5415.9434312,-5.701e-05,9.52834988,3.17020059,0.07110966,48.92461395,0.03693105,15.18714273,0.00990633,0.00085091,0.26315064,0
../data/raw/pump/id_00/normal/00000911.wav,7.322e-05,1.9264313,7876.84179787,-4.316e-05,9.85082531,3.44786954,0.10549839,43.64928818,0.03637093,16.88712177,0.00851813,0.00061378,0.2473027,0
../data/raw/pump/id_00/normal/00000944.wav,7.253e-05,0.52802312,10031.67411133,-4.254e-05,15.11403465,3.2894218,0.13084377,58.5548172,0.10225107,16.53828212,0.00844918,0.00091611,0.26940845,0
../data/raw/pump/id_00/abnormal/00000007.wav,0.00024482,2.02448773,15215.73014958,-8.838e-05,6.57573891,3.18361139,0.08540866,51.34939957,0.04750465,15.18864134,0.01496122,0.00449874,0.26082672,1
../data/raw/pump/id_00/normal/00000947.wav,5.02e-05,0.14074241,56383.22715886,-3.62e-05,13.82305527,3.97432446,0.24769119,15.43717384,0.21053432,15.47055307,0.00702915,0.00076462,0.27450199,0
../data/raw/pump/id_00/normal/00000914.wav,0.00010001,1.24187851,7144.27720745,-5.799e-05,9.8749752,3.16859674,0.07809692,44.6256218,0.0301903,14.78720221,0.00995821,0.00066114,0.27005284,0
../data/raw/pump/id_00/abnormal/00000008.wav,0.00019834,2.20515013,25753.1077707,-7.507e-05,10.79922867,4.23280907,0.08670346,48.09723663,0.08291474,14.94506239,0.01348059,0.0039926,0.24506832,1
../data/raw/pump/id_00/normal/00000572.wav,9.049e-05,0.39795983,7899.62985211,-5.25e-05,4.53472996,3.19698381,0.07748696,40.86684036,0.03186544,15.05479902,0.00946721,0.00064306,0.2703255,0
../data/raw/pump/id_00/normal/00000910.wav,8.785e-05,0.49476591,5897.8585639,-5.263e-05,5.10836506,3.20905471,0.08625106,38.79075623,0.03302825,15.27308476,0.00932746,0.00065882,0.26914508,0
../data/raw/pump/id_00/normal/00000556.wav,5.25e-05,0.2405262,62453.55309582,-3.893e-05,13.48088074,3.91542816,0.21618379,25.81009483,0.13328485,15.92352942,0.00717915,0.0008618,0.27451857,0
../data/raw/pump/id_00/normal/00000302.wav,9.347e-05,1.67386353,18430.12019702,-4.843e-05,9.77989388,3.88603067,0.06390712,50.5748291,0.04057743,15.32037031,0.00962834,0.00063796,0.25245125,0
../data/raw/pump/id_00/normal/00000078.wav,0.00010426,1.37457025,14332.72641152,-5.884e-05,11.37288857,3.66605163,0.08456158,45.55639267,0.06672023,15.11868928,0.01017495,0.00060795,0.26416471,0
../data/raw/pump/id_00/abnormal/00000063.wav,0.00016323,1.94562805,23324.07395667,-6.572e-05,14.29553986,3.92511535,0.10390095,68.4637146,0.08058459,16.25812115,0.01240963,0.00284361,0.2397362,1
../data/raw/pump/id_00/normal/00000435.wav,7.13e-05,0.88883972,5127.45545749,-4.312e-05,9.35016727,3.55033588,0.10305386,51.83838654,0.02859652,17.02794035,0.00839458,0.00076975,0.2722402,0
../data/raw/pump/id_00/normal/00000429.wav,8.407e-05,1.05189455,15421.07286399,-4.002e-05,11.00363541,3.48328042,0.09077975,86.9056015,0.06965835,15.78231804,0.00903773,0.00143535,0.25972159,0
../data/raw/pump/id_00/normal/00000599.wav,8.318e-05,0.82077527,4290.66624954,-5.347e-05,10.044384,3.20394444,0.10384635,39.53746414,0.04918598,14.76607951,0.00907854,0.00063612,0.27325314,0
../data/raw/pump/id_00/normal/00000346.wav,9.61e-05,1.21080601,8666.39700143,-5.59e-05,7.63061905,2.9316237,0.07420783,39.63568115,0.03006354,15.13416885,0.00976198,0.00061725,0.27126781,0
../data/raw/pump/id_00/normal/00000875.wav,9.589e-05,0.66145015,18095.92179878,-5.22e-05,11.48741913,3.96740603,0.06950286,53.0447464,0.0493015,15.20341601,0.00972673,0.0009626,0.24284588,0
../data/raw/pump/id_00/normal/00000283.wav,9.613e-05,1.01718438,12177.39952498,-5.574e-05,8.5440464,3.05900884,0.07531699,48.07472992,0.06390291,14.97559107,0.00975484,0.00072691,0.26212782,0
../data/raw/pump/id_00/normal/00000067.wav,9.939e-05,0.51497281,20227.82554664,-5.383e-05,9.75713158,4.14937782,0.08422618,69.27518463,0.06079369,15.67762622,0.00988686,0.0011259,0.24793476,0
../data/raw/pump/id_00/normal/00000401.wav,7.419e-05,0.90616721,6893.4778487,-4.252e-05,12.97240353,3.66938138,0.09573277,53.55300522,0.03493951,16.9723615,0.00853968,0.00097004,0.27231504,0
../data/raw/pump/id_00/normal/00000278.wav,7.814e-05,0.40671265,71899.3835818,-5.257e-05,8.4891634,3.17187238,0.10150634,34.95023346,0.19983073,14.71064778,0.00869067,0.00150149,0.22884661,0
../data/raw/pump/id_00/normal/00000105.wav,9.846e-05,0.68145496,35376.36638176,-5.223e-05,12.77104282,4.09875774,0.07811876,49.38780212,0.06392055,15.08300757,0.00986856,0.0008266,0.24170588,0
../data/raw/pump/id_00/normal/00000826.wav,9.494e-05,0.32341486,11126.09955178,-5.817e-05,11.34014893,3.36243773,0.11922019,30.03083801,0.06832497,15.07140408,0.00958657,0.00164778,0.2666717,0
../data/raw/pump/id_00/abnormal/00000030.wav,7.644e-05,3.04669905,19144.85607328,-4.203e-05,13.33765411,4.66192102,0.11518445,57.68169022,0.09801047,16.77067154,0.00869125,0.00075754,0.24548536,1
../data/raw/pump/id_00/normal/00000308.wav,8.489e-05,1.75700045,9367.84935547,-4.445e-05,16.20992661,3.39886045,0.1032473,48.94477081,0.04780217,17.46148679,0.00916197,0.00076877,0.26655111,0
../data/raw/pump/id_00/normal/00000202.wav,9.721e-05,1.36202514,13496.87838611,-5.688e-05,8.17186356,3.55941844,0.08433538,41.77669525,0.06243473,14.74511872,0.00981245,0.00070951,0.2542952,0
../data/raw/pump/id_00/normal/00000968.wav,9.832e-05,1.04254603,11226.83098547,-5.882e-05,11.11942673,3.52138519,0.07462903,39.11386871,0.03897587,14.71469426,0.00987531,0.00064246,0.26269313,0
../data/raw/pump/id_00/normal/00000486.wav,9.23e-05,0.5725531,6871.36601676,-5.279e-05,7.45671558,3.40388417,0.07065414,50.63921738,0.02283296,15.42306198,0.00956347,0.00071483,0.26919428,0
../data/raw/pump/id_00/normal/00000007.wav,7.735e-05,0.65696108,12443.18429011,-4.794e-05,11.04403114,3.72721481,0.11901894,41.59407806,0.07793935,16.39801969,0.00874735,0.00076458,0.26030154,0
../data/raw/pump/id_00/normal/00000881.wav,7.345e-05,0.58259004,9396.28085114,-4.676e-05,13.25272083,3.87960219,0.11122984,40.1885376,0.07802458,16.48436345,0.00852412,0.00069566,0.25114709,0
../data/raw/pump/id_00/normal/00000263.wav,6.195e-05,0.13711657,14311.02988359,-4.63e-05,11.03514671,5.91305542,0.18854988,25.98676491,0.12001091,15.68452897,0.00779346,0.00098413,0.27598625,0
../data/raw/pump/id_00/normal/00000756.wav,9.401e-05,0.54751331,4614.59012863,-5.877e-05,6.873703,2.90860605,0.08165685,39.23155975,0.02341814,14.791243,0.00965109,0.00065577,0.26533264,0
../data/raw/pump/id_00/normal/00000191.wav,9.815e-05,0.34971091,33583.03383755,-5.109e-05,8.58570385,4.03503036,0.07910624,59.88517761,0.08165625,15.60962547,0.00976098,0.00155245,0.24969441,0
../data/raw/pump/id_00/normal/00000272.wav,5.848e-05,0.15343259,5078.27075653,-4.923e-05,10.24285889,3.53237677,0.19768371,18.35004807,0.06083824,15.62457487,0.0076227,0.00039581,0.27604839,0
../data/raw/pump/id_00/normal/00000101.wav,7.766e-05,0.73014855,10451.40408651,-4.55e-05,19.89059067,4.0945549,0.12000799,63.36550522,0.0659814,16.49658213,0.00874215,0.00095777,0.24869809,0
../data/raw/pump/id_00/normal/00000231.wav,8.081e-05,1.89982736,7040.27267777,-4.469e-05,11.82801437,3.29863477,0.1031771,47.61906815,0.04393504,17.02655477,0.00894903,0.00066485,0.26939314,0
../data/raw/pump/id_00/normal/00000859.wav,0.00010017,0.89135563,22065.37615203,-5.9e-05,8.39459038,3.25455189,0.07737932,37.36808777,0.08519214,14.82930361,0.00996731,0.00065378,0.24908511,0
../data/raw/pump/id_00/normal/00000651.wav,9.651e-05,0.89867127,14986.99029868,-4.684e-05,15.50637436,4.91534328,0.05088889,89.78688049,0.02362282,15.38302368,0.00970297,0.00142503,0.24456534,0
../data/raw/pump/id_00/abnormal/00000068.wav,0.00029683,1.28770077,8487.52244846,-0.00010373,6.51690102,3.33742189,0.09061595,38.27503204,0.03252484,15.18611973,0.01680185,0.00364466,0.2680461,1
../data/raw/pump/id_00/normal/00000726.wav,8.84e-05,0.73074514,40251.91452954,-5.21e-05,10.86308575,5.19172859,0.09781381,55.81026459,0.07567763,15.69266825,0.00921407,0.00179978,0.26979479,0
../data/raw/pump/id_00/normal/00000170.wav,0.00010704,0.90566671,22567.5425265,-6.017e-05,15.00757217,4.5890727,0.08316225,44.81360626,0.04875636,14.82612879,0.0102744,0.00102804,0.25471672,0
../data/raw/pump/id_00/normal/00000370.wav,8.074e-05,0.57010549,15380.56640921,-4.789e-05,10.2485466,3.93768883,0.08592502,54.3756218,0.03991371,16.40088531,0.00892315,0.00089065,0.26838076,0
../data/raw/pump/id_00/normal/00000488.wav,9.417e-05,0.85099465,13238.22650912,-5.053e-05,14.00528812,4.35615063,0.05891511,60.0670433,0.02454976,15.49512572,0.00965455,0.00079199,0.25683108,0
../data/raw/pump/id_00/normal/00000970.wav,9.247e-05,0.7092883,26650.07292422,-4.998e-05,6.7141161,3.46525073,0.07264159,66.79060364,0.10968737,16.03330741,0.00951612,0.0012539,0.25903345,0
../data/raw/pump/id_00/normal/00000702.wav,6.697e-05,0.70118523,6242.77304921,-4.268e-05,11.84336281,3.749228,0.10848736,48.95433044,0.03864258,16.9532897,0.00812806,0.00078996,0.26887457,0
../data/raw/pump/id_00/normal/00000822.wav,0.0001016,1.06960881,16492.47123716,-5.88e-05,11.12213326,3.72516155,0.07644332,35.78698349,0.09897747,15.13916451,0.01003476,0.00068484,0.24703674,0
../data/raw/pump/id_00/normal/00000243.wav,9.876e-05,1.5291301,9964.27799255,-5.58e-05,10.42040634,3.33271837,0.07401907,52.51420593,0.0354449,15.00328433,0.00989154,0.0007043,0.25864064,0
../data/raw/pump/id_00/normal/00000891.wav,9.873e-05,1.22020328,11339.35907831,-5.769e-05,10.1417923,3.27547359,0.07317355,42.73692703,0.04669257,14.88899143,0.00989198,0.00072145,0.2644416,0
../data/raw/pump/id_00/normal/00000103.wav,0.00010466,1.19064176,21479.70895118,-5.896e-05,13.288414,4.05922842,0.08316069,41.66152573,0.07406628,15.16902048,0.01018701,0.00071281,0.24776811,0
../data/raw/pump/id_00/normal/00000163.wav,8.314e-05,0.78779387,17828.4272793,-4.617e-05,18.9756012,4.14543343,0.11374769,51.79273224,0.11917166,16.68671351,0.00905808,0.00088166,0.24692295,0
../data/raw/pump/id_00/normal/00000418.wav,7.484e-05,0.53126705,8865.68507186,-4.621e-05,9.9410162,3.72449303,0.10632051,45.27593994,0.05270849,16.78833994,0.00859377,0.00081974,0.27000745,0
../data/raw/pump/id_00/normal/00000114.wav,0.00010338,1.5673238,17149.99983919,-5.824e-05,12.87839603,3.81251431,0.08300001,42.14504623,0.069484,15.15760741,0.0101258,0.0006603,0.24806323,0
../data/raw/pump/id_00/normal/00000614.wav,9.916e-05,0.91766536,6463.97788207,-5.787e-05,10.10855675,3.34247661,0.07623272,37.99171066,0.03075922,14.89624686,0.0099047,0.00076762,0.2712706,0
../data/raw/pump/id_00/normal/00000772.wav,8.718e-05,0.76591378,8414.46746294,-4.854e-05,6.02899504,4.1014185,0.07788476,60.39546585,0.02810195,16.80852668,0.00925751,0.00108265,0.26339099,0
../data/raw/pump/id_00/normal/00000400.wav,9.599e-05,2.52490687,13001.2638987,-4.734e-05,7.4744482,3.97035456,0.05823027,51.49436951,0.03571981,16.08095292,0.00975565,0.00061412,0.24708997,0
../data/raw/pump/id_00/normal/00000686.wav,8.533e-05,2.26888752,5181.76746615,-4.542e-05,14.99855518,3.86423969,0.1005797,64.02069855,0.02915161,16.83024638,0.00918658,0.00077533,0.27127245,0
../data/raw/pump/id_00/normal/00000898.wav,9.809e-05,0.93503857,7852.90069044,-5.755e-05,9.56151199,3.079988,0.07750256,43.70878601,0.04642481,14.97342106,0.00986737,0.00058744,0.25969247,0
../data/raw/pump/id_00/normal/00000555.wav,9.077e-05,0.54424167,7307.82019975,-5.133e-05,4.88260221,3.24520898,0.07329211,53.73301697,0.03272029,14.9103849,0.00947533,0.00077165,0.2727311,0
../data/raw/pump/id_00/normal/00000716.wav,9.565e-05,2.49084377,13876.23869692,-4.748e-05,12.34386826,4.30111074,0.05655482,54.07643127,0.02553778,15.98653719,0.00973769,0.00067718,0.25060391,0
../data/raw/pump/id_00/normal/00000664.wav,8.556e-05,0.35380402,8917.06036379,-5.201e-05,4.80581617,3.35158777,0.0845803,40.59526443,0.07341431,15.97291839,0.00920694,0.00064697,0.269433,0
../data/raw/pump/id_00/abnormal/00000082.wav,6.208e-05,0.26416764,7700.98202098,-4.736e-05,3.3907671,3.30185223,0.17507145,41.62956619,0.08280255,15.37771676,0.00780443,0.00089028,0.27411708,1
../data/raw/pump/id_00/normal/00000683.wav,9.842e-05,1.3196286,5792.36300134,-5.704e-05,8.42246246,3.10241437,0.06763397,49.40211487,0.02791439,15.1515848,0.00987462,0.00065952,0.27166525,0
../data/raw/pump/id_00/normal/00000414.wav,9.919e-05,1.06804311,5532.7484543,-5.796e-05,12.05158997,3.24559975,0.07610011,40.44081879,0.02931005,14.74755925,0.00992269,0.00058125,0.2703406,0
../data/raw/pump/id_00/normal/00000844.wav,9.233e-05,0.50055611,15506.93187325,-5.323e-05,6.97336578,3.78631139,0.08002352,51.36199951,0.05033106,15.14433302,0.0095646,0.00070638,0.253574,0
../data/raw/pump/id_00/abnormal/00000110.wav,0.00023563,1.37133622,32815.23279123,-7.697e-05,15.58947754,4.31785679,0.10030514,69.90705872,0.0696994,16.12913693,0.01457954,0.00474249,0.24962554,1
../data/raw/pump/id_00/normal/00000006.wav,0.00010416,0.96244979,50827.55246736,-4.76e-05,19.32575226,4.92249155,0.07600183,76.86167908,0.12456844,15.6885979,0.00982565,0.00269903,0.22909766,0
../data/raw/pump/id_00/normal/00000793.wav,9.732e-05,1.32067132,6806.91584133,-5.87e-05,13.13699055,3.47576332,0.06906606,41.59067917,0.033723,14.96595404,0.009822,0.00065254,0.2706619,0
../data/raw/pump/id_00/normal/00000540.wav,7.479e-05,0.65224737,7282.90405169,-4.283e-05,18.21233177,3.81031847,0.11130784,60.22446442,0.0652499,17.06604001,0.00858124,0.00095307,0.26590505,0
../data/raw/pump/id_00/normal/00000945.wav,8.094e-05,0.93929327,9429.45513238,-4.512e-05,8.92000961,3.01699638,0.10586343,65.03947449,0.07450938,16.73208456,0.00891753,0.00101441,0.26560584,0
../data/raw/pump/id_00/normal/00000896.wav,6.626e-05,0.57089347,9770.05354141,-4.395e-05,11.49429607,3.38465071,0.11137493,56.42821884,0.07554722,16.45944508,0.00809464,0.00068708,0.26312233,0
../data/raw/pump/id_00/normal/00000225.wav,9.639e-05,1.04671419,8621.83237396,-5.664e-05,7.74715042,3.17802691,0.07997048,41.13845825,0.0375966,15.22866948,0.0097705,0.00078008,0.27337408,0
../data/raw/pump/id_00/abnormal/00000055.wav,0.00017016,1.08962882,25400.5331189,-7.365e-05,13.26946068,4.01739454,0.09928645,42.66283798,0.0856858,14.79253061,0.01253621,0.00353046,0.24363287,1
../data/raw/pump/id_00/abnormal/00000070.wav,0.00025287,1.12692881,13206.70588505,-9.07e-05,8.54503632,3.73372936,0.10030202,37.60569763,0.04491479,16.24338506,0.01546116,0.00358606,0.26684699,1
../data/raw/pump/id_00/normal/00000704.wav,9.6e-05,1.8887738,13184.39094812,-4.788e-05,13.66262817,3.77979755,0.05421482,50.93670654,0.02375398,15.85313579,0.00974699,0.00078406,0.2536201,0
../data/raw/pump/id_00/normal/00000461.wav,0.00010428,1.32029343,5690.59976096,-4.699e-05,11.95030308,3.80861664,0.09395904,81.93829346,0.03430777,17.53521398,0.01012172,0.00118936,0.27238638,0
../data/raw/pump/id_00/normal/00000595.wav,9.795e-05,1.29225612,6285.90166268,-5.687e-05,8.06312752,3.07106209,0.07193334,47.42253113,0.04252871,14.71754316,0.00985299,0.00068743,0.26354038,0
../data/raw/pump/id_00/normal/00000447.wav,8.259e-05,0.64496118,6187.02786014,-4.444e-05,16.5572052,3.60426259,0.10142054,62.69253159,0.04119325,17.12351473,0.00902461,0.00087079,0.26720901,0
../data/raw/pump/id_00/normal/00000639.wav,7.347e-05,0.68152833,4948.61851773,-4.516e-05,12.60900974,3.61690021,0.10367943,49.35250854,0.03537691,16.94588652,0.0085239,0.00069249,0.26978382,0
../data/raw/pump/id_00/normal/00000422.wav,9.414e-05,0.41415402,15094.97685132,-6.076e-05,13.34965134,4.54694939,0.09425388,30.87671089,0.11165453,14.85956766,0.00960727,0.0011886,0.26107233,0
../data/raw/pump/id_00/normal/00000936.wav,6.398e-05,0.20752789,8069.14027099,-4.693e-05,7.71862411,3.28531003,0.17981386,23.29294205,0.10415437,15.61845395,0.00782953,0.00157099,0.27742767,0
../data/raw/pump/id_00/abnormal/00000088.wav,9.066e-05,2.15248609,5455.70808268,-4.327e-05,0.50735331,2.74789286,0.08888435,63.697155,0.03580957,16.8935037,0.00944498,0.00100498,0.28229946,1
../data/raw/pump/id_00/normal/00000892.wav,9.213e-05,1.19079542,14829.96234212,-5.053e-05,14.85823441,3.76022935,0.07424371,65.49375153,0.05663329,16.1070776,0.00954038,0.00084057,0.25515055,0
../data/raw/pump/id_00/normal/00000281.wav,7.432e-05,1.37729287,11989.67259323,-4.34e-05,12.62146854,3.20626402,0.10799908,45.82591248,0.06115728,16.44719794,0.00857011,0.00073532,0.26662749,0
../data/raw/pump/id_00/normal/00000457.wav,7.933e-05,1.14276648,5917.41817263,-4.317e-05,16.51785851,3.11982226,0.09667657,63.13308334,0.04751961,16.94924183,0.00884637,0.00087485,0.26249449,0
../data/raw/pump/id_00/normal/00000324.wav,8.861e-05,1.23497593,13922.76686459,-4.414e-05,6.82531834,3.69165611,0.07321255,90.33145905,0.04648905,16.14960054,0.00925834,0.00160497,0.25082931,0
../data/raw/pump/id_00/normal/00000587.wav,7.748e-05,0.557917,6161.32061023,-4.349e-05,17.74896622,3.4651413,0.10445319,68.28833771,0.05864498,16.72983735,0.00871891,0.00106,0.26736363,0
../data/raw/pump/id_00/normal/00000424.wav,9.234e-05,0.35359865,10251.99670873,-5.173e-05,8.38765621,3.37234282,0.06615197,50.86967468,0.02866687,15.29893811,0.00955163,0.000867,0.26883937,0
../data/raw/pump/id_00/normal/00000946.wav,0.00011602,1.15531695,11008.04809678,-4.791e-05,11.19313622,3.51846814,0.08995919,96.1095047,0.08016258,16.25851602,0.01056323,0.00198477,0.26823241,0
../data/raw/pump/id_00/normal/00000909.wav,8.423e-05,0.75919724,7187.46354117,-4.64e-05,14.56082344,3.48106122,0.09902125,68.31439209,0.04631891,16.99093534,0.00911543,0.00092623,0.25875406,0
../data/raw/pump/id_00/normal/00000168.wav,7.718e-05,0.53032309,8916.49832206,-4.463e-05,15.374753,3.72481441,0.14537677,36.37439728,0.11710689,14.84006577,0.00874618,0.0006353,0.26527292,0
../data/raw/pump/id_00/normal/00000869.wav,0.00010115,1.3882314,14967.52395255,-5.78e-05,8.70635796,3.29760838,0.07240759,44.56264877,0.07173674,14.82942661,0.01001555,0.00070063,0.25484962,0
../data/raw/pump/id_00/normal/00000541.wav,9.824e-05,1.27435172,7950.90075812,-5.691e-05,8.7497406,3.1420157,0.07037022,49.22274399,0.0330338,15.19748674,0.00986741,0.00070038,0.2681895,0
../data/raw/pump/id_00/normal/00000453.wav,0.00010053,0.95890355,9306.77077446,-5.611e-05,8.84843254,3.58669448,0.06276676,66.45639801,0.03361489,14.99083985,0.00997623,0.00080963,0.25622669,0
../data/raw/pump/id_00/normal/00000816.wav,8.668e-05,0.65395874,8542.14928593,-4.85e-05,12.6979351,3.57205582,0.10618791,55.62888336,0.06474826,16.73924779,0.00925661,0.00079726,0.24371314,0
../data/raw/pump/id_00/abnormal/00000130.wav,7.321e-05,0.25328571,23163.28587268,-5.21e-05,10.88924122,3.4376421,0.14133792,26.83291245,0.09746547,14.89047843,0.00841824,0.00136634,0.27491772,1
../data/raw/pump/id_00/normal/00000141.wav,0.00010217,1.4591502,29595.84312885,-5.241e-05,11.97845268,4.30854082,0.07134366,40.4045639,0.08033872,15.41358853,0.01005808,0.00079811,0.23948247,0
../data/raw/pump/id_00/normal/00000920.wav,7.29e-05,0.6811685,6532.42376041,-4.562e-05,12.09157372,3.29287171,0.10669491,45.1306839,0.04235267,16.92257001,0.0084886,0.00072483,0.25721192,0
../data/raw/pump/id_00/abnormal/00000061.wav,0.00015327,0.83780795,24254.20257358,-6.707e-05,13.27743912,3.74989843,0.09594649,56.34277725,0.08506689,15.01199531,0.01197698,0.00295947,0.23258659,1
